B002-C001-0001,B002-C001-0002,B002-C001-0003,B002-C001-0004,B002-C001-0005
22.43524416135881,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
19.60456475583864,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
17.563296178343947,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
17.563296178343947,13.888351287201022,4.375,0.26126126126126126,13.593800978792823
17.778131634819534,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
20.00796178343949,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
22.637473460721868,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
25.259686836518046,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
25.259686836518046,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
25.259686836518046,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
17.563296178343947,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
19.986995753715497,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
21.732749469214436,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
22.72876857749469,13.888351287201022,4.375,0.26126126126126126,13.429037520391518
21.86119957537155,13.888351287201022,4.375,0.26126126126126126,13.267536704730832
20.393312101910826,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
17.90711252653928,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
21.536624203821656,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
21.56342887473461,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
24.67595541401274,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
25.259686836518046,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
22.483014861995752,14.459558152273143,4.375,0.26126126126126126,13.055464926590538
21.47823779193206,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
20.218949044585987,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
23.443471337579616,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
25.259686836518046,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
25.259686836518046,17.312853752054043,4.375,0.26126126126126126,13.055464926590538
21.07988322717622,18.311484389264194,4.375,0.26126126126126126,13.055464926590538
17.563296178343947,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
17.563296178343947,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
17.563296178343947,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
17.563296178343947,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
17.563296178343947,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
17.563296178343947,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
19.502388535031848,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
25.259686836518046,14.030856308197919,4.375,0.26126126126126126,13.055464926590538
25.259686836518046,20.057513237173634,4.375,0.26126126126126126,13.055464926590538
22.64755838641189,18.75899214898667,4.375,0.26126126126126126,13.055464926590538
22.159501061571124,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
23.48195329087049,21.22106079970787,4.375,0.26126126126126126,13.055464926590538
25.259686836518046,21.22106079970787,4.375,0.26126126126126126,15.783034257748776
24.786624203821656,21.22106079970787,4.375,0.26126126126126126,17.086460032626427
23.026539278131636,14.538433448968414,4.375,0.26126126126126126,18.163132137030995
20.506369426751593,16.00319517984298,4.375,0.26126126126126126,13.115823817292007
17.9171974522293,15.027843710060251,4.375,0.26126126126126126,13.055464926590538
18.276273885350317,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
23.517781316348195,13.888351287201022,4.375,0.26126126126126126,13.055464926590538
25.259686836518046,16.65145152455724,4.375,0.26126126126126126,13.055464926590538
25.259686836518046,20.19180208143144,4.375,0.32432432432432434,13.076672104404567
23.345010615711253,19.627350739455906,4.808558558558558,0.34234234234234234,13.055464926590538
22.387208067940552,14.734982654737996,4.844594594594595,0.44144144144144143,13.055464926590538
19.792462845010615,13.888351287201022,4.375,0.5045045045045045,13.055464926590538
18.57112526539278,13.888351287201022,4.375,0.3333333333333333,13.055464926590538
20.322452229299362,14.23991236078145,4.375,0.26126126126126126,13.055464926590538
23.316082802547772,21.22106079970787,5.54054054054054,0.34234234234234234,13.055464926590538
25.086783439490446,21.22106079970787,5.403153153153153,0.34234234234234234,16.518760195758563
22.85828025477707,21.22106079970787,5.128378378378378,0.35135135135135137,15.460032626427406
21.779458598726116,17.32937739638488,6.710585585585585,0.36036036036036034,14.01141924959217
18.79299363057325,15.62406426876027,6.081081081081081,0.36936936936936937,13.055464926590538
18.169585987261147,17.57221106445134,6.710585585585585,0.3063063063063063,13.055464926590538
19.360138004246284,21.22106079970787,6.710585585585585,0.3333333333333333,13.792822185970635
22.1802016985138,21.22106079970787,5.416666666666667,0.3963963963963964,16.869494290375204
25.259686836518046,21.22106079970787,6.710585585585585,0.6396396396396397,21.564437194127244
25.259686836518046,21.22106079970787,6.710585585585585,0.7117117117117117,21.399673735725937
24.608811040339702,19.327186415921126,6.1441441441441444,0.7657657657657657,22.13784665579119
22.46364118895966,15.911539163775789,5.218468468468468,0.8918918918918919,22.13784665579119
21.67940552016985,15.124794595581523,5.171171171171171,0.9819819819819819,22.13784665579119
24.14543524416136,21.22106079970787,5.421171171171171,1.0810810810810811,22.06035889070147
24.405785562632698,21.22106079970787,5.511261261261262,1.1261261261261262,21.933115823817293
23.895700636942674,21.22106079970787,5.448198198198198,0.9819819819819819,20.295269168026103
25.259686836518046,21.22106079970787,5.238738738738738,0.9819819819819819,19.231647634584014
25.259686836518046,17.327368997626436,5.0675675675675675,1.018018018018018,17.290375203915172
25.259686836518046,16.16094577323352,4.711711711711712,0.963963963963964,17.938009787928223
21.629511677282377,14.878948329377396,4.466216216216216,0.8198198198198198,16.0
25.259686836518046,21.22106079970787,5.461711711711712,0.8378378378378378,22.13784665579119
25.259686836518046,21.22106079970787,5.8108108108108105,0.9099099099099099,22.13784665579119
25.259686836518046,21.22106079970787,5.912162162162162,1.1981981981981982,22.13784665579119
