B002-C003-0001,B002-C003-0002,B002-C003-0003,B002-C003-0004,B002-C003-0005,B002-C003-0006,B002-C003-0007,B002-C003-0008,B002-C003-0009,B002-C003-0010,B002-C003-0011,B002-C003-0012,B002-C003-0013,B002-C003-0014,B002-C003-0015,B002-C003-0016,B002-C003-0017,B002-C003-0018,B002-C003-0019,B002-C003-0020,B002-C003-0021,B002-C003-0022,B002-C003-0023,B002-C003-0024,B002-C003-0025,B002-C003-0026,B002-C003-0027,B002-C003-0028,B002-C003-0029,B002-C003-0030,B002-C003-0031,B002-C003-0032,B002-C003-0033,B002-C003-0034,B002-C003-0035,B002-C003-0036,B002-C003-0037,B002-C003-0038,B002-C003-0039,B002-C003-0040,B002-C003-0041,B002-C003-0042,B002-C003-0043,B002-C003-0044,B002-C003-0045,B002-C003-0046,B002-C003-0047,B002-C003-0048,B002-C003-0049,B002-C003-0050,B002-C003-0051,B002-C003-0052,B002-C003-0053
9.505992010652463,10.42684766214178,24.166199158485274,76.0680751173709,6.421052631578948,0.56,0.3969465648854962,3.1607142857142856,1.9562841530054644,0.13274336283185842,15.871287128712872,2.6533333333333333,2.423076923076923,5.580508474576271,2.5257510729613735,5.441520467836257,2.481981981981982,1.6901408450704225,7.135714285714286,1.2678571428571428,3.9076923076923076,3.359550561797753,7.443835616438356,9.013840830449826,73.94492753623189,6.12,3.575980392156863,0.6350574712643673,4.242424242424242,19.398692810457515,1.1754385964912282,2.1962264150943396,0.4388888888888889,2.881372549019608,5.731669266770671,8.903314917127071,1.0815217391304348,3.3967517401392113,2.0578703703703702,3.3946784922394677,60.12841530054645,0.0,0.0,0.40064102564102555,6.2482993197278915,2.6681614349775784,0.036036036036036036,2.1419753086419755,2.3969072164948453,0.9117647058823529,8.8875,13.915816326530612,5.144796380090498
8.62849533954727,9.22473604826546,20.34852734922861,68.20892018779342,5.950292397660819,0.5542857142857143,0.2824427480916031,3.7232142857142856,1.7868852459016393,0.504424778761062,13.495049504950495,2.1733333333333333,2.0865384615384617,5.190677966101695,2.671673819742489,4.976608187134503,2.2117117117117115,1.4225352112676057,5.507142857142857,1.0,2.4871794871794872,2.912921348314607,7.556164383561644,7.647058823529412,40.60434782608696,4.933333333333334,2.5955882352941178,0.6350574712643673,3.7626262626262625,7.287581699346405,1.4385964912280702,1.6830188679245284,0.37222222222222223,2.5617647058823527,5.003120124804992,7.306629834254144,0.9130434782608695,2.9187935034802783,1.7916666666666667,2.8181818181818183,63.12568306010929,0.0,0.0,0.40064102564102555,3.7346938775510203,1.6188340807174888,0.009009009009009009,1.845679012345679,2.329896907216495,0.9705882352941176,7.28125,16.130102040816325,4.0542986425339365
8.535286284953395,9.301659125188538,19.532258064516128,34.291079812206576,3.4941520467836256,0.5542857142857143,0.2366412213740458,3.4375,1.9180327868852458,0.18584070796460178,11.178217821782178,2.44,2.1634615384615383,6.169491525423729,3.0128755364806867,4.923976608187134,2.0315315315315314,1.352112676056338,5.2785714285714285,0.9375,3.1487179487179486,3.050561797752809,8.150684931506849,7.58477508650519,34.46666666666667,4.493333333333333,3.2598039215686274,0.6350574712643673,3.1666666666666665,7.758169934640523,1.736842105263158,0.9509433962264151,0.4166666666666667,2.5764705882352943,3.5975039001560063,6.856353591160221,0.8097826086956522,2.9698375870069604,1.7083333333333333,2.611973392461197,60.51092896174863,0.0,0.0,0.40064102564102555,3.173469387755102,1.4304932735426008,0.02702702702702703,1.4691358024691359,2.582474226804124,0.5,6.89375,17.443877551020407,3.565610859728507
9.636484687083888,9.506787330316742,19.799438990182328,25.136150234741784,3.2222222222222223,0.5257142857142857,0.27099236641221375,3.8035714285714284,1.9234972677595628,0.20353982300884957,11.346534653465346,2.6,2.576923076923077,5.898305084745763,3.7854077253218885,3.482456140350877,1.90990990990991,1.323943661971831,5.264285714285714,1.0267857142857142,3.3025641025641024,4.168539325842697,8.58904109589041,8.401384083044983,34.766666666666666,4.66,3.6519607843137254,0.6350574712643673,3.6565656565656566,11.42483660130719,2.0350877192982457,0.7924528301886793,0.5555555555555556,2.4205882352941175,4.034321372854914,8.560773480662984,0.9184782608695652,3.468677494199536,1.775462962962963,2.645232815964523,64.66120218579235,0.0,0.0,0.40064102564102555,3.078231292517007,2.7443946188340806,0.08108108108108109,1.7098765432098766,2.9278350515463916,0.47058823529411764,7.40625,18.872448979591837,4.230769230769231
14.322237017310252,12.046757164404223,22.23422159887798,31.934272300469484,4.318713450292398,0.9257142857142857,0.4198473282442748,3.9017857142857144,1.8032786885245902,0.168141592920354,15.445544554455445,2.5866666666666664,3.3461538461538463,8.114406779661017,4.145922746781116,3.9853801169590644,2.018018018018018,1.8169014084507042,8.221428571428572,1.3482142857142858,3.8,5.553370786516854,11.684931506849315,11.086505190311419,48.06811594202899,6.18,5.833333333333333,0.6350574712643673,4.8686868686868685,10.784313725490197,2.5789473684210527,1.728301886792453,0.6555555555555556,3.303921568627451,4.854914196567862,10.030386740331492,1.3423913043478262,4.426914153132251,2.5324074074074074,3.259423503325942,69.76229508196721,0.0,0.0,0.40064102564102555,6.2687074829931975,3.914798206278027,0.10810810810810811,2.549382716049383,3.984536082474227,0.5588235294117647,9.1125,13.51530612244898,5.027149321266968
19.169107856191744,13.868778280542987,23.124123422159887,35.87323943661972,5.657894736842105,0.9542857142857143,0.5725190839694656,4.3125,2.010928961748634,0.21238938053097345,15.910891089108912,2.8933333333333335,3.480769230769231,8.885593220338983,4.283261802575107,4.649122807017544,2.900900900900901,1.9577464788732395,12.642857142857142,1.8303571428571428,4.302564102564102,5.96067415730337,12.06027397260274,12.314878892733564,52.87246376811594,8.466666666666667,6.352941176470588,0.7183908045977011,5.616161616161616,13.660130718954248,2.8421052631578947,2.9773584905660377,0.6722222222222223,3.7284313725490197,5.1388455538221525,10.895027624309392,1.5923913043478262,4.895591647331787,2.7731481481481484,3.4656319290465634,79.93442622950819,0.0,0.0,0.40064102564102555,6.48639455782313,4.430493273542601,0.09009009009009009,2.802469135802469,4.814432989690721,0.7058823529411765,10.04375,11.5,5.642533936651584
21.358189081225035,14.441930618401207,22.403927068723704,56.58450704225352,6.4298245614035086,0.9714285714285714,0.5343511450381679,4.946428571428571,2.4863387978142075,0.20353982300884957,14.990099009900991,2.9066666666666667,3.0865384615384617,7.830508474576271,3.9506437768240343,4.5964912280701755,2.8873873873873874,1.8450704225352113,13.871428571428572,2.0,3.5384615384615383,5.817415730337078,11.282191780821918,12.190311418685122,54.55507246376811,8.46,6.5,0.7011494252873564,5.55050505050505,12.88888888888889,2.736842105263158,4.018867924528302,0.5722222222222222,3.929411764705882,5.251170046801872,9.842541436464089,1.5869565217391304,4.7146171693735495,2.763888888888889,3.549889135254989,71.76229508196721,0.0,0.0,0.40064102564102555,4.13265306122449,2.6412556053811658,0.11711711711711711,4.462962962962963,4.680412371134021,0.7058823529411765,8.94375,12.612244897959183,6.3122171945701355
15.422103861517977,12.64102564102564,23.261570827489482,110.64084507042253,5.818713450292398,0.7942857142857143,0.48091603053435117,5.330357142857143,2.92896174863388,0.5309734513274337,10.108910891089108,2.3733333333333335,2.9326923076923075,5.512711864406779,3.0472103004291844,4.014619883040936,2.7387387387387387,1.6056338028169015,12.928571428571429,1.4553571428571428,3.2615384615384615,5.0,9.008219178082191,9.730103806228374,43.85072463768116,8.133333333333333,5.595588235294118,0.6350574712643673,3.904040404040404,9.398692810457517,2.245614035087719,3.3169811320754716,0.45,5.541176470588235,4.59594383775351,8.798342541436464,1.375,3.9976798143851506,2.324074074074074,3.2084257206208426,58.25409836065574,0.0,0.0,0.40064102564102555,3.4659863945578233,2.0582959641255605,0.13513513513513514,3.302469135802469,3.4278350515463916,0.9411764705882353,7.50625,10.808673469387756,2.493212669683258
13.617842876165113,12.29713423831071,28.02664796633941,112.79518779342723,6.482456140350878,0.7657142857142857,0.42748091603053434,5.214285714285714,2.901639344262295,0.5221238938053098,9.881188118811881,2.24,3.1153846153846154,6.165254237288136,3.0643776824034337,3.584795321637427,2.324324324324324,1.704225352112676,10.935714285714285,1.2232142857142858,2.825641025641026,4.404494382022472,8.638356164383561,8.930795847750865,40.45507246376812,6.28,5.6495098039215685,0.6350574712643673,3.3838383838383836,10.679738562091503,1.9824561403508771,1.6566037735849057,0.4444444444444444,6.220588235294118,4.290171606864274,8.234806629834255,1.2391304347826086,3.9512761020881673,2.2199074074074074,3.0776053215077606,71.62021857923497,0.0,0.0,0.40064102564102555,3.3469387755102042,1.8609865470852018,0.0990990990990991,1.8580246913580247,3.3195876288659796,0.9705882352941176,6.7875,11.66326530612245,4.769230769230769
10.501997336884154,10.371040723981901,26.654277699859747,109.0774647887324,5.187134502923977,0.92,0.3931297709923664,4.428571428571429,2.5136612021857925,0.5398230088495575,8.277227722772277,1.8533333333333333,2.423076923076923,6.6991525423728815,2.8862660944206007,3.538011695906433,1.364864864864865,1.4507042253521127,11.021428571428572,1.125,3.046153846153846,3.258426966292135,7.701369863013698,8.397923875432525,36.846376811594205,5.466666666666667,5.240196078431373,0.6350574712643673,3.676767676767677,9.098039215686274,1.5964912280701755,1.1886792452830188,0.39444444444444443,5.850980392156862,3.7503900156006242,7.933701657458563,1.065217391304348,3.965197215777262,2.1550925925925926,2.83370288248337,57.775956284153004,0.0,0.0,0.40064102564102555,2.836734693877551,1.5515695067264574,0.07207207207207207,1.617283950617284,3.0670103092783507,0.9411764705882353,6.30625,7.941326530612245,4.334841628959276
