B002-C002-0001,B002-C002-0002,B002-C002-0003,B002-C002-0004,B002-C002-0005,B002-C002-0006,B002-C002-0007,B002-C002-0008,B002-C002-0009,B002-C002-0010,B002-C002-0011
23.036031042128602,7.0079281183932345,5.195910290237467,14.597174657534246,38.20571428571428,5.8728358208955225,4.458416633346662,4.631707317073171,4.841346153846153,1.1764705882352942,13.055464926590538
20.151053215077606,7.0079281183932345,5.195910290237467,14.597174657534246,38.20571428571428,5.8728358208955225,4.458416633346662,4.631707317073171,4.841346153846153,1.1764705882352942,13.055464926590538
17.70066518847007,7.0079281183932345,5.195910290237467,14.597174657534246,38.20571428571428,5.8728358208955225,4.458416633346662,4.631707317073171,4.841346153846153,1.1764705882352942,13.055464926590538
17.70066518847007,7.0079281183932345,5.195910290237467,14.597174657534246,38.20571428571428,5.8728358208955225,4.458416633346662,4.631707317073171,4.841346153846153,1.1764705882352942,13.593800978792823
18.162416851441243,7.0079281183932345,5.195910290237467,14.597174657534246,38.20571428571428,5.8728358208955225,4.58296681327469,4.631707317073171,4.841346153846153,1.1764705882352942,13.055464926590538
20.449833702882483,7.0079281183932345,5.195910290237467,14.597174657534246,38.20571428571428,5.8728358208955225,4.958816473410636,4.631707317073171,5.1573426573426575,1.1764705882352942,13.055464926590538
23.244733924611975,7.0079281183932345,5.195910290237467,14.597174657534246,38.20571428571428,5.8728358208955225,4.8172730907636945,4.631707317073171,4.841346153846153,1.1764705882352942,13.055464926590538
25.685837028824835,7.0079281183932345,5.195910290237467,14.597174657534246,38.20571428571428,5.8728358208955225,4.458416633346662,4.631707317073171,4.841346153846153,1.1764705882352942,13.055464926590538
25.685837028824835,7.0079281183932345,5.195910290237467,14.597174657534246,38.20571428571428,5.8728358208955225,4.458416633346662,4.631707317073171,4.841346153846153,1.1764705882352942,13.055464926590538
25.685837028824835,7.0079281183932345,5.195910290237467,14.597174657534246,38.20571428571428,5.8728358208955225,4.458416633346662,4.631707317073171,4.841346153846153,1.1764705882352942,13.055464926590538
17.857538802660756,7.0079281183932345,5.195910290237467,14.597174657534246,38.20571428571428,5.8728358208955225,4.458416633346662,4.631707317073171,4.841346153846153,1.1764705882352942,13.055464926590538
20.524667405764966,7.0079281183932345,5.195910290237467,14.597174657534246,38.20571428571428,5.8728358208955225,4.458416633346662,4.631707317073171,4.841346153846153,1.1764705882352942,13.055464926590538
22.30737250554324,7.0079281183932345,5.195910290237467,14.597174657534246,38.20571428571428,5.8728358208955225,4.458416633346662,4.631707317073171,5.256118881118881,1.2941176470588236,13.055464926590538
